0,147.83.42.206,98.137.80.31,6,3382,80,5,6,690,482,1361807800.845053,1361807830.421653,1,0,100
1,147.83.42.206,98.137.80.31,6,3383,80,67,21,87639,3235,1361807800.845390,1361807830.424569,1,0,100
2,147.83.42.206,98.137.80.31,6,3393,80,72,23,97284,1264,1361807800.849482,1361807833.067758,1,0,100
3,147.83.42.206,98.137.80.31,6,3396,80,97,42,131010,3662,1361807800.850554,1361807858.813127,1,0,100
4,147.83.42.206,98.137.80.31,6,3397,80,47,17,62254,378,1361807800.850899,1361807833.067691,1,0,100
5,147.83.42.206,98.137.80.31,6,3399,80,64,26,83923,2478,1361807800.851570,1361807849.746063,1,0,100
6,147.83.42.206,98.137.80.31,6,3401,80,14,9,13192,984,1361807800.852232,1361807833.067941,1,0,100
7,147.83.42.206,87.248.112.181,6,3408,80,6,6,240,2054,1361807800.854710,1361807811.062744,1,0,100
8,147.83.42.206,87.248.112.181,6,3409,80,3,4,217,0,1361807800.855036,1361807820.934271,1,0,100
9,147.83.42.206,98.138.47.199,6,3416,80,6,6,460,1722,1361807808.535355,1361807809.831054,1,0,100
10,147.83.42.206,72.30.198.117,6,3418,80,15,9,14522,762,1361807818.787558,1361807831.112059,1,0,100
11,147.83.42.206,72.30.198.117,6,3422,80,8,7,5647,381,1361807818.789375,1361807831.112265,1,0,100
12,147.83.42.206,72.30.198.117,6,3423,80,9,7,6284,381,1361807818.789822,1361807831.113563,1,0,100
13,147.83.42.206,98.139.225.42,6,3428,80,59,56,34504,38389,1361807830.840477,1361807881.104131,1,0,100
14,147.83.42.206,130.206.192.40,6,3429,80,123,38,157724,5384,1361807830.975582,1361808151.027635,1,0,100
15,147.83.42.206,130.206.192.40,6,3430,80,37,18,39431,1310,1361807830.976054,1361808151.027712,1,0,100
16,147.83.42.206,80.252.91.41,6,3435,80,6,7,3475,2302,1361807831.327928,1361807831.478420,1,0,100
17,147.83.42.206,98.137.80.31,6,3437,80,100,31,133637,7340,1361807831.364297,1361807839.729458,1,0,100
18,147.83.42.206,98.137.80.31,6,3440,80,12,11,9834,1998,1361807832.960602,1361807852.865756,1,0,100
19,147.83.42.206,98.137.80.31,6,3443,80,8,6,4906,597,1361807833.456483,1361807849.745563,1,0,100
20,147.83.42.206,92.122.239.139,6,3444,80,10,12,263,485,1361807833.465398,1361808141.022109,1,0,100
21,147.83.42.206,23.51.225.224,6,3452,80,47,20,53263,1620,1361807836.137978,1361808011.004449,1,0,100
22,147.83.42.206,173.252.100.27,6,3456,80,16,8,8880,1771,1361807836.177532,1361807839.966914,1,0,100
23,147.83.42.206,199.59.148.16,6,3458,443,23,21,5074,3733,1361807836.259543,1361807881.820202,4,0,100
24,147.83.42.206,98.137.201.232,6,3461,80,5,7,743,1769,1361807837.196060,1361807881.116742,1,0,100
25,147.83.42.206,98.137.201.232,6,3462,80,13,19,3556,9343,1361807837.256578,1361807931.132007,1,0,100
26,147.83.42.206,98.137.80.31,6,3463,80,53,23,66782,3208,1361807837.718164,1361807872.152868,1,0,100
27,147.83.42.206,46.228.39.159,6,3468,80,33,33,5174,14481,1361807837.755292,1361808061.456285,1,0,100
28,147.83.42.206,98.137.201.232,6,3482,80,12,16,2342,7620,1361807841.969788,1361807931.117934,1,0,100
29,147.83.42.206,98.139.0.24,6,3487,80,6,6,1904,2102,1361807843.806417,1361807845.544885,1,0,100
31,147.83.42.206,98.138.47.199,6,3507,80,6,6,460,1883,1361807857.785059,1361807858.386061,1,0,100
32,147.83.42.206,173.194.41.252,6,3508,80,20,12,13451,1756,1361807858.197330,1361808101.021497,1,0,100
33,147.83.42.206,88.221.202.110,6,3515,443,7,6,160,262,1361807859.775555,1361807879.819062,4,0,100
34,147.83.42.206,88.221.202.110,6,3516,443,7,6,160,262,1361807859.775863,1361807879.819488,4,0,100
35,147.83.42.206,77.67.41.198,6,3539,1935,711,184,999382,4496,1361807864.724518,1361807880.372151,1,13,100
36,147.83.42.206,130.206.193.12,6,3541,80,882,118,1266667,3049,1361807866.012123,1361807868.592974,1,0,100
37,147.83.42.206,130.206.193.12,6,3544,80,881,119,1282209,1207,1361807867.131564,1361807867.779345,1,0,100
38,147.83.42.206,98.137.205.90,6,3566,80,16,16,1662,2763,1361807882.633399,1361807911.111803,1,0,100
39,147.83.42.206,98.137.80.31,6,3567,80,10,8,7064,1107,1361807882.634116,1361807890.009013,1,0,100
40,147.83.42.206,77.67.41.198,6,3623,1935,818,182,1153630,4464,1361807896.228000,1361807902.601348,1,13,100
41,147.83.42.206,188.125.94.163,6,3632,80,12,14,1626,991,1361807897.902336,1361808201.061711,1,0,100
42,147.83.42.206,98.139.0.22,6,3635,80,6,6,1048,2753,1361807898.760605,1361807899.110150,1,0,100
43,147.83.42.206,80.252.91.41,6,3636,80,3,6,598,2651,1361807908.204931,1361807908.290941,1,0,100
44,147.83.42.206,98.137.205.90,6,3661,80,6,6,277,457,1361807999.456517,1361808021.140783,1,0,100
45,147.83.42.206,98.137.80.31,6,3668,80,22,15,23758,2580,1361808054.576374,1361808081.118534,1,0,100
46,147.83.42.206,98.139.239.224,6,3670,80,6,6,2514,514,1361808054.580397,1361808071.135450,1,0,100
47,147.83.42.206,98.137.80.31,6,3674,80,11,9,9227,1075,1361808054.818917,1361808081.118576,1,0,100
48,147.83.42.206,98.137.80.31,6,3680,80,98,30,131227,6171,1361808058.829920,1361808065.481559,1,0,100
49,147.83.42.206,98.139.225.43,6,3682,80,22,22,11738,13922,1361808059.301403,1361808081.145849,1,0,100
50,147.83.42.206,98.137.80.31,6,3690,80,322,82,447808,18794,1361808059.371572,1361808121.121651,1,0,100
51,147.83.42.206,98.137.80.31,6,3692,80,42,25,50733,5245,1361808059.372914,1361808121.121970,1,0,100
52,147.83.42.206,98.137.80.31,6,3693,80,13,9,12001,1002,1361808059.373277,1361808081.118629,1,0,100
53,147.83.42.206,98.137.80.31,6,3695,80,11,9,9202,1035,1361808059.373929,1361808074.461712,1,0,100
54,147.83.42.206,98.137.80.31,6,3696,80,11,9,10180,1022,1361808059.374299,1361808074.438008,1,0,100
55,147.83.42.206,98.137.80.31,6,3697,80,14,10,9755,1652,1361808059.374607,1361808074.462660,1,0,100
56,147.83.42.206,98.137.80.31,6,3701,80,23,12,25598,2321,1361808060.182589,1361808101.118596,1,0,100
57,147.83.42.206,173.252.100.27,6,3702,80,37,18,21075,3920,1361808060.186777,1361808201.136651,1,0,100
58,147.83.42.206,173.194.41.252,6,3732,80,9,11,500,1127,1361808071.070098,1361808242.364146,1,0,100
59,147.83.42.206,98.137.80.31,6,3735,80,20,10,20556,1736,1361808071.118987,1361808076.601032,1,0,100
60,147.83.42.206,98.137.80.31,6,3736,80,38,18,46922,2975,1361808071.119297,1361808111.118536,1,0,100
61,147.83.42.206,98.138.47.199,6,3737,80,6,6,460,1754,1361808071.121157,1361808071.746381,1,0,100
62,147.83.42.206,173.194.41.238,6,3748,443,109,41,109996,3497,1361808074.334446,1361808242.358493,4,0,100
63,147.83.42.206,98.137.80.31,6,3749,80,23,15,24090,2855,1361808074.351039,1361808111.118121,1,0,100
64,147.83.42.206,173.194.41.224,6,3750,443,622,112,813664,3659,1361808074.356952,1361808242.379619,4,0,100
65,147.83.42.206,98.139.0.24,6,3769,80,6,7,0,3223,1361808078.430262,1361808079.994044,1,0,100
66,147.83.42.206,66.196.116.162,6,3770,80,5,6,523,2088,1361808081.035686,1361808081.481406,1,0,100
67,147.83.42.206,66.196.116.162,6,3771,80,5,6,523,2338,1361808081.036186,1361808081.446770,1,0,100
68,147.83.42.206,130.206.192.49,6,3773,80,181,56,250635,5071,1361808082.686803,1361808242.369691,1,0,100
69,147.83.42.206,130.206.192.49,6,3774,80,20,17,18076,4889,1361808082.687166,1361808242.369343,1,0,100
71,147.83.42.206,98.137.80.31,6,3781,80,8,6,4689,618,1361808083.179540,1361808097.675421,1,0,100
72,147.83.42.206,98.137.80.31,6,3783,80,19,15,18101,2973,1361808083.235082,1361808121.123254,1,0,100
73,147.83.42.206,98.137.80.31,6,3794,80,7,6,3534,455,1361808086.737936,1361808101.116833,1,0,100
74,147.83.42.206,76.13.17.254,6,3808,80,6,6,769,518,1361808090.877589,1361808098.679423,1,0,100
75,147.83.42.206,188.125.95.169,6,3814,1935,10,11,3374,3563,1361808091.675579,1361808092.112816,1,13,100
76,147.83.42.206,98.139.225.43,6,3817,80,14,13,6347,7686,1361808093.147370,1361808111.161641,1,0,100
77,147.83.42.206,64.188.63.2,6,3822,80,7,7,3644,2384,1361808094.926290,1361808095.238012,1,0,100
78,147.83.42.206,98.139.0.22,6,3843,80,7,7,1048,3256,1361808101.382773,1361808101.972126,1,0,100
79,147.83.42.206,66.196.116.162,6,3844,80,5,6,441,2036,1361808101.384880,1361808101.814786,1,0,100
80,147.83.42.206,74.217.78.158,6,3848,80,12,17,717,6312,1361808102.114355,1361808201.204958,1,0,100
81,147.83.42.206,74.217.78.158,6,3849,80,6,8,238,1555,1361808102.114699,1361808171.197812,1,0,100
82,147.83.42.206,188.125.95.169,6,3856,1935,12442,2558,18016044,8698,1361808136.337393,1361808237.803764,1,13,100
83,147.83.42.206,199.127.194.80,6,3858,80,28,10,12597,540,1361808136.578667,1361808138.061867,1,0,100
84,147.83.42.206,69.25.201.76,6,3863,80,6,8,531,650,1361808139.180766,1361808242.465576,1,0,100
85,147.83.42.206,199.127.194.167,6,3866,443,14,15,4899,4153,1361808139.425103,1361808219.602818,4,0,100
86,147.83.42.206,98.137.80.34,6,3870,80,22,12,23470,1646,1361808150.025724,1361808181.128136,1,0,100
87,147.83.42.206,98.137.80.33,6,3871,80,14,9,13290,1090,1361808150.026413,1361808171.122012,1,0,100
88,147.83.42.206,98.137.80.49,6,3873,80,17,10,17544,1070,1361808150.063508,1361808171.123214,1,0,100
89,147.83.42.206,98.137.80.34,6,3874,80,13,9,11585,1075,1361808150.082254,1361808171.122057,1,0,100
90,147.83.42.206,173.194.41.31,6,3878,443,27,28,4344,2392,1361808150.385329,1361808242.358542,4,0,100
91,147.83.42.206,98.137.80.32,6,3879,80,7,7,3228,559,1361808151.109034,1361808181.127430,1,0,100
92,147.83.42.206,98.137.80.32,6,3880,80,57,24,73277,4292,1361808151.109365,1361808181.126328,1,0,100
93,147.83.42.206,98.137.80.32,6,3882,80,67,24,84498,5388,1361808151.110035,1361808181.126387,1,0,100
94,147.83.42.206,87.248.122.122,6,3895,80,66,30,78378,4337,1361808151.148970,1361808155.694034,1,0,100
95,147.83.42.206,87.248.122.122,6,3897,80,3,4,217,0,1361808151.149579,1361808171.051771,1,0,100
96,147.83.42.206,98.139.225.43,6,3900,80,20,20,10732,11744,1361808151.157600,1361808190.337256,1,0,100
97,147.83.42.206,98.137.80.31,6,3904,80,5,6,343,483,1361808151.272285,1361808171.122081,1,0,100
98,147.83.42.206,98.139.240.22,6,3908,80,6,6,384,1907,1361808153.961496,1361808155.230418,1,0,100
99,147.83.42.206,98.138.253.109,6,3911,80,7,10,1009,3518,1361808156.473832,1361808191.221524,1,0,100
100,147.83.42.206,64.188.63.2,6,3917,80,5,5,1304,1424,1361808160.396711,1361808162.817670,1,0,100
101,147.83.42.206,98.139.0.22,6,3921,80,6,6,1048,2731,1361808161.501110,1361808162.250275,1,0,100
102,147.83.42.206,98.137.201.232,6,3930,80,16,23,4877,13446,1361808165.571818,1361808242.478219,1,0,100
103,147.83.42.206,130.206.192.16,6,3942,80,51,21,65211,2996,1361808170.286104,1361808242.368762,1,0,100
104,147.83.42.206,130.206.192.16,6,3943,80,10,10,7522,916,1361808170.407039,1361808242.372318,1,0,100
105,147.83.42.206,67.195.183.130,6,3945,80,7,7,3069,625,1361808170.625642,1361808191.124975,1,0,100
106,147.83.42.206,67.195.183.130,6,3947,80,3,4,217,0,1361808170.655633,1361808181.129667,1,0,100
108,147.83.42.206,188.125.82.157,6,3959,80,7,8,460,1655,1361808189.476144,1361808200.545450,1,0,100
109,147.83.42.206,98.137.80.31,6,3985,80,13,7,12174,512,1361808189.485512,1361808211.129391,1,0,100
111,147.83.42.206,77.238.160.184,6,3995,80,11,6,8916,381,1361808190.999217,1361808211.054645,1,0,100
112,147.83.42.206,77.238.160.184,6,3998,80,11,7,9005,381,1361808191.000212,1361808211.052921,1,0,100
113,147.83.42.206,98.138.253.109,6,4001,80,5,7,443,1644,1361808198.228302,1361808221.191084,1,0,100
